Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Close,High,Low,Moving Average,Open,Return,Volatility,Volume,Close,High,Low,Moving Average,Open,Return,Volatility,Volume,Close,High,Low,Moving Average,Open,Return,Volatility,Volume,Close,High,Low,Moving Average,Open,Return,Volatility,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27,6.255856037139893,6.3371081843180415,6.004574016462286,6.239546108245849,6.224859329794546,0.009419829159707183,0.0976406654936032,1722568400,6.137499809265137,6.166500091552734,5.940000057220459,6.149399948120117,6.051499843597412,0.02736856926343112,0.2336494282088059,295306000.0,13.501516342163086,13.639744798005337,13.332404880084773,13.88710994720459,13.480844147319475,-0.0005898746283458101,0.6711332553608086,158417424.0,22.292327880859375,22.405028948256824,21.803955633422554,22.403532409667967,22.051898554925668,0.005762507318876509,0.4232830201774891,63949500.0
2010-02-02,5.894131183624268,5.90797455361082,5.819499371791326,6.144028759002685,5.895636299546066,-0.05782179950563593,0.14230494364921253,698342400,5.906000137329102,5.948999881744385,5.71999979019165,6.072799968719482,5.939499855041504,-0.03771888865667494,0.2514551816699423,461594000.0,13.228048324584961,13.323687117132334,13.140628105185414,13.641587066650391,13.323687117132334,-0.020254615159345346,0.6989019546931138,163684152.0,21.383207321166992,21.413261709686786,21.142777945297137,22.083459091186523,21.3155878131417,-0.040781768712139344,0.5450767260947926,54413700.0
2010-02-03,5.995548725128174,6.024739788245984,5.850798386666944,6.090823745727539,5.873368705165813,0.01720652940091938,0.15282447467532093,615328000,5.954999923706055,5.980500221252441,5.828000068664551,5.997599983215332,5.855999946594238,0.008296611113712604,0.24700952987870806,248118000.0,13.469635963439941,13.501515561247441,13.15607067678798,13.431579971313477,13.167029407176376,0.01826328668651578,0.6723472439834489,119844036.0,21.510936737060547,21.631152864387353,21.127753294794108,21.876088333129882,21.232940793998843,0.005973351610687461,0.6003075946551643,61397900.0
2010-02-08,5.841769695281982,5.954921813326952,5.838158380532967,6.03695650100708,5.889016926329096,-0.02564886666697952,0.18376541933096183,478270800,5.8414998054504395,6.050000190734863,5.828000068664551,5.96279993057251,5.968999862670898,-0.019059633872334114,0.25709655054540553,197804000.0,13.286576271057129,13.49902528651224,13.238259529271888,13.39905242919922,13.262417900164508,-0.013590544902600477,0.6788903361368641,107664228.0,20.82721519470215,21.097698974202242,20.714514097601175,21.635658264160156,21.0451052244266,-0.03178483348800121,0.7309927894424322,52820600.0
2010-02-09,5.904062747955322,5.94348505576787,5.860727781315687,5.978273677825928,5.910984031684571,0.01066338728205074,0.1978920575375764,632886800,5.901500225067139,5.954500198364258,5.849999904632568,5.948299980163574,5.909999847412109,0.010271406593340249,0.26150941309016146,184460000.0,13.360547065734863,13.487318478547984,13.326425609585185,13.369264793395995,13.437755521143812,0.005567333011053277,0.6882860161147772,112671216.0,21.045103073120117,21.29304603462551,20.849753856014043,21.411758041381837,21.01504868599362,0.010461690455543682,0.8002985026321241,59195800.0
2010-02-10,5.87186336517334,5.916402513346541,5.845983078914016,5.901475143432617,5.895035165286074,-0.005453767034087398,0.20699307562976874,370361600,5.868000030517578,5.930500030517578,5.800000190734863,5.894400024414063,5.900000095367432,-0.005676555667534444,0.24050121932487978,124664000.0,13.310985565185547,13.394170736128315,13.142620138360861,13.331158638000488,13.301520775930943,-0.0037095412564672747,0.6678640494273903,106873020.0,21.030075073242188,21.217910686364828,20.917373991983002,21.1593074798584,21.06012945921637,-0.0007140853539997494,0.8363470139532949,48591300.0
2010-02-11,5.978696823120117,6.011198261269217,5.839965331785366,5.9183882713317875,5.8646422529113655,0.018194132135365804,0.20665657648033342,550345600,6.004499912261963,6.020999908447266,5.824999809265137,5.914099979400635,5.860499858856201,0.023261738417602817,0.2209920780283072,166870000.0,13.359551429748535,13.461417508849486,13.187700767908163,13.357459259033202,13.282841265490275,0.003648555122019781,0.6255022134595565,96303600.0,21.12775230407715,21.338127292621767,20.812188388188094,21.10821647644043,20.98499682394178,0.004644644895216876,0.8612009224623933,65993700.0
2010-02-16,6.121038436889648,6.129765378733116,6.064462380073955,5.943486213684082,6.0771015794095895,0.02380813377575608,0.2042226236149532,543737600,5.876500129699707,6.025000095367432,5.859000205993652,5.898400020599365,6.002999782562256,-0.02131730942336496,0.21799882841837234,178654000.0,13.481592178344727,13.552076010941878,13.307250023100282,13.35985050201416,13.371258845854072,0.009135093287970353,0.5878383835302231,146029824.0,21.40016746520996,21.415264930457376,21.15106504772174,21.086062622070312,21.23409822703546,0.012893712365240173,0.863981017887979,51935600.0
2010-02-17,6.095459461212158,6.148423804805962,6.044600512554113,5.994224166870117,6.144812489981041,-0.004178862123023652,0.19572449381460433,436396800,5.815499782562256,5.856500148773193,5.777500152587891,5.893200016021728,5.853499889373779,-0.010380387269823488,0.2028042955708888,178896000.0,13.404631614685059,13.533894519958483,13.389688409011919,13.383461570739746,13.499026090917955,-0.005708566365276058,0.5477312386821083,81106812.0,21.581335067749023,21.626626028626173,21.407718517908545,21.23688659667969,21.536044106871874,0.008465709571366054,0.8385427431053657,45882900.0
2010-02-18,6.106893062591553,6.13578317265521,6.046404758770525,6.0347902297973635,6.067770896245389,0.0018757571028322761,0.18847969622289715,422825200,5.9039998054504395,5.92549991607666,5.741000175476074,5.8936999320983885,5.791999816894531,0.015217956529471444,0.18451793883398412,196002000.0,13.529410362243652,13.57399225318732,13.353075985136961,13.417234230041505,13.387944413052006,0.009308629371201471,0.47681542630970863,93382524.0,21.868186950683594,21.913479366269563,21.520953736502804,21.401503372192384,21.5813421841766,0.013291665322560986,0.7498328025315998,42856500.0
2010-02-19,6.068974494934082,6.115017940261662,6.052122099739051,6.074212455749512,6.074692809990604,-0.006209142237931897,0.15776968215401857,415469600,5.875999927520752,5.954500198364258,5.849999904632568,5.895299911499023,5.895500183105469,-0.004742526905884836,0.15669290752142906,142312000.0,13.468141555786133,13.549583162153581,13.44174132408776,13.448665428161622,13.462413517019291,-0.004528564424987946,0.3887608798013626,102021876.0,21.717208862304688,21.830436981632328,21.656820436011703,21.538930130004882,21.73230632882135,-0.0069040057467675275,0.6139493429103544,44451800.0
2010-02-22,6.03135871887207,6.093953629779706,5.994343951639114,6.084744834899903,6.08913894570441,-0.006198044841580819,0.1342710097346581,390563600,5.9004998207092285,5.948500156402588,5.809000015258789,5.874499893188476,5.868500232696533,0.004169484937147416,0.13209339439684276,136146000.0,13.518950462341309,13.636008421698754,13.47411989586305,13.480545234680175,13.632271671117065,0.0037725254330540636,0.2986528015475835,85698216.0,21.68701934814453,21.845539906631227,21.62663090676246,21.65078353881836,21.770053994960136,-0.0013901194371509495,0.5013652323417576,36707100.0
2010-02-23,5.930243968963623,6.058743752775308,5.889617889778194,6.046585941314698,6.018719157494267,-0.01676483767945358,0.1236453334026172,575094800,5.861999988555908,5.962500095367432,5.825500011444092,5.871599864959717,5.9004998207092285,-0.006524842525746033,0.0827063283314646,141364000.0,13.32642650604248,13.53962155460759,13.25718889406346,13.449512100219726,13.523931378542104,-0.014241043107238727,0.09559952849940363,114789096.0,21.38507080078125,21.762498807459192,21.20390553034867,21.647764205932617,21.64927069341053,-0.013923008160598882,0.43175813666124635,52266200.0
